,descriptions,id,scores
595,<START> 摇滚 藏獒 藏獒 <UNK> 山村 长大 本该 <UNK> 担当 村庄 <UNK> 爱上 <UNK> 追求 音乐 梦想 城市 寻找 乐队 未果 <UNK> 学艺 受挫 屡 遭 狼群 算计 不懈 拯救 村民 弥补 亲情 裂痕 最终 梦想成真 ©豆 瓣 <UNK> <UNK> <UNK> 路知行 郭德纲 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25749813,1
596,<START> 江南 爱情 故事 故事 发生 抗战 初期 江南 古镇 <UNK> <UNK> 华北 一路 南下 <UNK> 年轻 女子 雨莲 <UNK> 殷家 进门 当天 <UNK> <UNK> <UNK> 逃婚 参加 抗日 游击队 殷家 <UNK> <UNK> <UNK> 殷家 弟弟 明皓 <UNK> <UNK> 总算 暂时 <UNK> 战事 推移 战火 很快 <UNK> 江南 明皓 雨莲 婚姻 <UNK> 时局 经受 残酷 考验 噩耗 传来 <UNK> 战争 <UNK> 全家 陷入 悲痛 之中 悲伤 过后 明皓 雨莲 <UNK> 渐 <UNK> 战争 无情 席卷 小镇 决心 <UNK> 仇 明皓 告别 心爱 雨莲 投入 民族 解放 战争 洪流 之中 ...... ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 沈涛 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25761527,1
597,<START> 闺蜜 希汶 Kimmy 小美 无话不谈 闺蜜 大学 毕业 同居 生活 乖乖 希汶 生活 <UNK> 放在 相爱 7 未婚夫 林杰 身上 林杰 出轨 姐妹 生活 打乱 <UNK> <UNK> 白富美 Kimmy <UNK> 小美 不得不 <UNK> 照顾 失恋 混乱 希汶 俩 闺蜜 两肋插刀 比不上 暖男 乔立 希汶 正 乔立 <UNK> 怀疑 Kimmy 小美 陷入 摇滚 <UNK> 九天 三角恋 九天 赴 欧洲 演唱会 变 白热化 希汶 Kimmy 支持 小美 九天 恋情 美要 九天 演唱会 不得不 放弃 现有 <UNK> 工作 友情 危机 一触即发 小美 最终 何去何从 导演 <UNK> 真 出演 本片 扮演 还原 纪录片 代表作 女人 <UNK> 拍摄 现场 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 陈意涵 薛凯琪 杨子姗 黄真真 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25777330,1
598,<START> 爸爸 父子 亲情 真人秀 爸爸 中国 掀起 <UNK> <UNK> <UNK> 明星 <UNK> <UNK> <UNK> 天真 可爱 <UNK> 模样 观众 留下 深刻 印象 2014年 伊始 档 真人秀 强势 走上 银幕 此次 外景地 <UNK> 广州 <UNK> 野生 动物园 林志颖 田亮 王岳伦 张亮 郭涛 带 宝贝 <UNK> <UNK> 王诗龄 <UNK> <UNK> 来到 野生 动物 王国 <UNK> 村长 <UNK> 安排 大人 孩子 新 轮 父子 合作 <UNK> 清理 大象 <UNK> <UNK> <UNK> <UNK> <UNK> 找 <UNK> 惊险 刺激 之余 可爱 动物 亲密 接触 父亲们 爽朗 <UNK> 孩子们 <UNK> <UNK> 印刻 一个 <UNK> ©豆 瓣 <UNK> 林志颖 <UNK> 王岳伦 谢涤葵 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25785314,1
599,<START> <UNK> 故事 虚构 中国 <UNK> 小岛 <UNK> <UNK> 低下 青年 <UNK> 讲述 哥们儿 <UNK> 江河 故事 浩汉 <UNK> <UNK> 年后 回到 故乡 发现 <UNK> 面临 拆迁 朋友 岛上 唯一 老师 江河 <UNK> 更为 偏远 地区 浩汉 做出 一个 开车 <UNK> <UNK> 三千多 公里 外 学校 <UNK> 兄弟 踏上 前所未有 旅程 途中 见 临时 演员 童年 玩伴 <UNK> 误入歧途 <UNK> 浩汉 <UNK> 多年 从未 见面 <UNK> <UNK> 不羁 摩托车手 <UNK> 看似 平常 旅程 暗藏 伏笔 浩汉 江河 最终 走到 终点 截然不同 人生 轨迹 本片 著名 作家 <UNK> 车手 韩寒 电影 导演 处女作 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 冯绍峰 陈柏霖 钟汉良 韩寒 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25805741,1
600,<START> <UNK> <UNK> 杨明 黑道 <UNK> 多年 早 <UNK> 大哥 地位 多年 <UNK> <UNK> 杨明 感到 疲惫不堪 希望 <UNK> 帮派 之中 繁杂 事务 种 平静 生活 次 偶然 杨明 结识 名叫 阿媚 茶餐厅 老板娘 阿媚 温柔 善良 杨明 印象 颇深 时间 推移 杨明 渐渐 爱上 阿媚 杨明 手下 小弟 阿良 亦 阿媚 感情 男人 关系 阿媚 变 <UNK> 涌动 <UNK> 杨明 <UNK> 主意 杨明 阿媚 交往 甚密 进攻 目标 放在 阿媚 身上 杨明 阿媚 渐渐 陷入 场 阴谋之中 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 蔡卓妍 黄秋生 黄又南 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25810920,1
601,<START> <UNK> <UNK> 桃花 白浅 一世 记忆 盘踞 <UNK> 与世无争 <UNK> 生活 东海 盛宴 白浅 遇见 带 <UNK> <UNK> 天族 太子 夜华 实际上 早就 <UNK> 婚约 夜华 <UNK> 白浅 拥有 死去 妻子 <UNK> 一模一样 外表 接近 白浅 过程 白浅 善良 开朗 性格 渐渐 吸引 实际上 白浅 忘 当年 拯救 众生 牺牲 天族 战神 墨渊 仙体 保存 <UNK> <UNK> 夜华 <UNK> <UNK> 嫉妒 白浅 夜华 喜爱 勾结 <UNK> <UNK> <UNK> 偷走 墨渊 仙体 得知 消息 白浅 理智 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 刘亦菲 杨洋 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25823277,1
602,<START> 反转 人生 保险 推销员 马奋 <UNK> 满腔 <UNK> 郁郁不得志 女朋友 姗姗 分手 人生 跌入 谷底 。然而 神秘 人物 颠覆 生活 轨迹 史上 任性 <UNK> 马奋 <UNK> 19 愿望 一个个 <UNK> 一步步 走上 人生 巅峰 引发 一系列 爆笑 离奇 反转 故事 <UNK> 夏雨 闫妮 潘斌龙 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25827741,1
603,<START> 泡沫 夏 <UNK> 洛熙 <UNK> 孤儿 身份 吸引 深爱 夏沫 男朋友 欧辰 分开 洛熙 送到 英国 留学 夏沫 <UNK> 送 <UNK> <UNK> 医院 路上 车祸 死去 夏沫 <UNK> <UNK> 欧辰 导致 车祸 丧失 记忆 年后 洛熙 成 超级 天王 巨星 夏沫 相遇 再续 前缘 欧辰 恢复 记忆 崩塌 <UNK> 夏沫 肾 小澄 条件 弟弟 夏沫 选择 欧辰 导致 婚礼 当天 绝望 洛熙 自杀 身亡 无意间 得知 真相 小澄 <UNK> <UNK> 一刻 拒绝 接受 手术 悲痛 洛熙 自杀 愧疚 欧辰 深情 备受 内心 煎熬 夏沫 接受 <UNK> 打击 支撑 不住 陷入 与世隔绝 自我 封闭 状态 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 黄灿灿 罗仲谦 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25830800,1
604,<START> 早 女友 威嘉 男友 交往 多年 感情 要好 威嘉 想到 顺利 步入 婚礼 殿堂 男友 竟然 毕业 天 残酷 拒绝 从此以后 威嘉 噩梦 失败 爱情 经历 威嘉 陷入 痛苦 自拔 <UNK> 精神 <UNK> 脾气 暴躁 一连串 <UNK> 症状 接连 年轻 威嘉 身上 背负 沉重 枷锁 威嘉 封闭 内心 拒绝 所有人 千里 一个 名叫 袁晓鸥 男人 身边 <UNK> <UNK> 无微不至 温柔 体贴 化解 威嘉 内心 <UNK> 袁晓鸥 威嘉 找回 幸福 快乐 感觉 ©豆 瓣 <UNK> <UNK> <UNK> 周迅 佟大为 钟汉良 郭在容 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25834473,1
605,<START> <UNK> 传奇 三千 年前 <UNK> 昏君 <UNK> 受 <UNK> 妲己 蛊惑 联手 <UNK> 试图 召唤 黑暗 力量 降生 灭世 黑龙 一时间 妖孽 横行 民不聊生 阻止 昏君 灭世 <UNK> <UNK> <UNK> 哪吒 杨戬 联手 寻找 光明 剑 斩妖 除魔 协助 <UNK> 引领 <UNK> 大军 <UNK> 朝歌 不料 妲己 <UNK> <UNK> <UNK> <UNK> 咒 朝歌 大战 迫在眉睫 黑龙 降世 成 <UNK> 天下 再度 陷入 危机 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 李连杰 范冰冰 黄晓明 许安 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25850122,1
606,<START> 蜜月 酒店 杀人 事件 朴实 <UNK> 吴 大志 豪华 酒店 名 <UNK> 这天 心爱 妻子 结婚 日子 吴 大志 <UNK> 经理 换取 总统 套房 天 <UNK> 妻子 新婚 愿望 总统 <UNK> 一个 短暂 甜蜜 温馨 蜜月 <UNK> 吴大志 发现 经理 临时 改变 主意 总统 套房 <UNK> 炙手可热 明星 佩儿 吴 大志 爱 妻子 <UNK> 违背 妻子 承诺 想尽办法 佩儿 回 总统 套 奇怪 事情 发生 明星 佩儿 行踪 古怪 举止 反常 卷进 连环 敲诈 勒索 事件 善良 吴大志 佩儿 心生 怜悯 摆脱 危机 同一天 整容 <UNK> 医生 女友 雯雯 住进 酒店 雯雯 带来 神秘 男人 钟皓 雯雯 钟皓 一个 针对 <UNK> 医生 秘密 计划 <UNK> ...... 连续 阴差阳错 巧合 吴 大志 卷进 奇妙 误会 渐渐 发现 佩儿 身上 隐藏 惊天 秘密 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 张静初 何润东 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25852314,1
607,<START> 巴黎 假期 丁晓敏 男友 徐晖 学习 艺术 出身 千里迢迢 来到 艺术 巴黎 希望 做出 一番 成就 感情 善良 固执 丁晓敏 徐晖 <UNK> 成全 男友 艺术 梦想 甘愿 放弃 未来 打工 <UNK> 家 用来 缓解 拮据 经济 丁晓敏 想到 徐晖 无情 抛弃 打击 丁晓敏 男人 爱情 希望 自暴自弃 <UNK> 浑浑噩噩 <UNK> 日子 某日 误打误撞 之中 丁晓敏 意外 名为 林俊杰 男子 室友 林俊杰 喜欢 <UNK> 丁晓敏 这位 善良 男人 无微不至 照顾 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 古天乐 郭采洁 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25856480,1
608,<START> 开心 超人 2 <UNK> 战 场 隆重 超人 比赛 <UNK> <UNK> 路 超人 汇聚 于此 处处 呈现 欢乐 <UNK> 开心 超人 甜心 超人 花心 超人 一行人 亦 来到 此处 投身 快乐 海洋 之中 热闹 地方 自然 少不了 调皮 捣蛋 惹 麻烦 大大怪 <UNK> 想到 场 意外 开心 超人 大大怪 <UNK> 所有人 消失 寻找 下落不明 朋友 众人 踏上 冒险 旅途 路上 等待 接踵而至 困难 麻烦 外 群 古灵精怪 迷你 超人 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 祖晴 高全胜 <UNK> 黄伟明 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25858762,1
609,<START> 夜半 梳头 阿慕 <UNK> 一对 结婚 没 多久 夫妻 <UNK> <UNK> 等待 新 生命 到来 阿慕 从小 孤儿院 长大 好 朋友 阿明 位于 深山 腹地 豪华 别墅 夫妻 度过 快乐 蜜月 假期 别墅 <UNK> <UNK> 奢华 无比 夫妻 快活 <UNK> <UNK> 隐藏 角落 危险 气息 不久后 恐怖 事件 接二连三 夫妻 <UNK> 鬼影 孩子 <UNK> <UNK> 梦 梳头 女鬼 皆 仿佛 身处 噩梦 之中 醒来 可怕 体验 勾起 阿慕 孤儿院 时期 灰暗 回忆 事态 愈演愈烈 超自然 灵异 现象 潜心 布局 邪恶 计划 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> 李威 <UNK> 刘宁 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25862407,1
610,<START> 烽火 芳菲 <UNK> 事件 鼓舞 士气 美国 时任 总统 下令 轰炸 东京 <UNK> 耗尽 <UNK> 上尉 队员 迫降 中国 <UNK> 境内 英子 女儿 无意 发现 昏迷 杰克 极 生命 危险 英子 依然 放弃 这位 救助 美国 语言 不通 段 感情 注定 影响 一生 影片 中国 军民 生命 救助 美国 飞行员 过程 再现 烽火 岁月 人性 <UNK> 故事 <UNK> <UNK> 刘亦菲 <UNK> <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25865831,1
611,<START> 女生 宿舍 20世纪 30年代 <UNK> <UNK> 大学 迎来 新 学生 出身 优渥 好 姐妹 <UNK> <UNK> <UNK> <UNK> 传说 闹鬼 死 过人 封闭 宿舍 <UNK> 一同 入住 神神 叨叨 <UNK> <UNK> <UNK> 高贵 <UNK> 自视甚高 <UNK> 校园 恐怖 传说 配合 浪漫 美好 青涩 恋情 少女们 校园 生活 充满 别样 乐趣 急转直下 <UNK> 无意间 <UNK> <UNK> <UNK> <UNK> 匿名 <UNK> 跳楼 自杀 未 多久 <UNK> 死于非命 清新 校园 生活 蒙上 恐怖 阴影 一连串 恐怖 事件 背后 邪恶 阴险 阴谋 悄然 浮出 水面 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> 温心 成毅 尹正 梁婷 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25869868,1
612,<START> <UNK> 小孩 <UNK> 吕慧红 <UNK> 校长 丈夫 <UNK> 结婚 多年 感情 依然 恩爱 <UNK> 幸福 美满 即将 迎来 周年 结婚 <UNK> <UNK> <UNK> 离开 工作 岗位 半年 <UNK> 旅行 做起 内心 满怀 期待 盼望 次 偶然 吕慧红 得知 名叫 元田 幼儿园 濒临 倒闭 边缘 <UNK> 仅 小雪 <UNK> 嘉嘉 凯蒂 珍妮 天真单纯 孩子 幼儿园 倒闭 孩子 将要 面对 <UNK> 糟糕 现实 冲动 之下 吕慧红 元田 幼儿园 园长 想要 胜任 职位 付出 努力 代价 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 杨千嬅 古天乐 <UNK> <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25870236,1
613,<START> 纽约 纽约 上世纪 90年代 上海 出国 狂热 路途 年轻 五星级 酒店 <UNK> 处事 精明 为人 仗义 手下 <UNK> 小弟 打算 <UNK> <UNK> 金 小姐 路途 信任 美国 归来 精英 商人 米 看中 邀请 担任 纽约 新 酒店 负责人 纽约 怀着 目的 接近 路途 包括 路途 着迷 女孩 阿鹃 纽约 梦 如愿以偿 路途 阿鹃 爱情 何去何从 段 欲望 都市 选择 <UNK> 纠缠 就此 展开 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 阮经天 杜鹃 苗侨伟 <UNK> <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25881781,1
614,<START> 狄仁杰 天王 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 亢龙锏 <UNK> 武则 <UNK> 天后 盗取 亢龙锏 陷害 狄仁杰 召集 帮会 方术 异人组 <UNK> 命令 尉迟 真 <UNK> 狄仁杰 <UNK> <UNK> 成功 摆脱 异人组 <UNK> 尉迟 <UNK> 商议 和解 异人组 刺客 <UNK> 发现 <UNK> 不明 势力 狄仁杰 <UNK> <UNK> <UNK> 大唐 陷入 深 危机 <UNK> 携 <UNK> 登场 场 <UNK> 大战 即将 爆发 ©豆 瓣 <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> <UNK> 赵又廷 冯绍峰 林更新 徐克 <END> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD> <PAD>,25882296,1
